,Zahl,Dozen,Black/Red,Even/Odd,High/Low,Column
115,17,Dozen 2,Black,Odd,Low,Column 2
116,19,Dozen 2,Red,Odd,High,Column 1
117,31,Dozen 3,Black,Odd,High,Column 1
118,1,Dozen 1,Red,Odd,Low,Column 1
119,8,Dozen 1,Black,Even,Low,Column 2
120,16,Dozen 2,Red,Even,Low,Column 1
121,3,Dozen 1,Red,Odd,Low,Column 3
122,25,Dozen 3,Red,Odd,High,Column 1
123,2,Dozen 1,Black,Even,Low,Column 2
124,21,Dozen 2,Red,Odd,High,Column 3
125,1,Dozen 1,Red,Odd,Low,Column 1
126,27,Dozen 3,Red,Odd,High,Column 3
127,25,Dozen 3,Red,Odd,High,Column 1
128,10,Dozen 1,Black,Even,Low,Column 1
129,9,Dozen 1,Red,Odd,Low,Column 3
130,30,Dozen 3,Red,Even,High,Column 3
131,30,Dozen 3,Red,Even,High,Column 3
132,36,Dozen 3,Red,Even,High,Column 3
133,1,Dozen 1,Red,Odd,Low,Column 1
134,28,Dozen 3,Black,Even,High,Column 1
135,26,Dozen 3,Black,Even,High,Column 2
136,20,Dozen 2,Black,Even,High,Column 2
137,12,Dozen 1,Red,Even,Low,Column 3
138,21,Dozen 2,Red,Odd,High,Column 3
139,22,Dozen 2,Black,Even,High,Column 1
140,31,Dozen 3,Black,Odd,High,Column 1
141,31,Dozen 3,Black,Odd,High,Column 1
142,21,Dozen 2,Red,Odd,High,Column 3
143,10,Dozen 1,Black,Even,Low,Column 1
144,11,Dozen 1,Black,Odd,Low,Column 2
145,35,Dozen 3,Black,Odd,High,Column 2
146,6,Dozen 1,Black,Even,Low,Column 3
147,3,Dozen 1,Red,Odd,Low,Column 3
148,19,Dozen 2,Red,Odd,High,Column 1
149,21,Dozen 2,Red,Odd,High,Column 3
150,24,Dozen 2,Black,Even,High,Column 3
151,20,Dozen 2,Black,Even,High,Column 2
152,1,Dozen 1,Red,Odd,Low,Column 1
153,27,Dozen 3,Red,Odd,High,Column 3
154,18,Dozen 2,Red,Even,Low,Column 3
155,28,Dozen 3,Black,Even,High,Column 1
156,33,Dozen 3,Black,Odd,High,Column 3
157,20,Dozen 2,Black,Even,High,Column 2
158,9,Dozen 1,Red,Odd,Low,Column 3
159,19,Dozen 2,Red,Odd,High,Column 1
160,5,Dozen 1,Red,Odd,Low,Column 2
161,16,Dozen 2,Red,Even,Low,Column 1
162,9,Dozen 1,Red,Odd,Low,Column 3
163,21,Dozen 2,Red,Odd,High,Column 3
164,33,Dozen 3,Black,Odd,High,Column 3
165,14,Dozen 2,Red,Even,Low,Column 2
166,22,Dozen 2,Black,Even,High,Column 1
167,36,Dozen 3,Red,Even,High,Column 3
168,34,Dozen 3,Red,Even,High,Column 1
169,33,Dozen 3,Black,Odd,High,Column 3
170,6,Dozen 1,Black,Even,Low,Column 3
171,29,Dozen 3,Black,Odd,High,Column 2
172,14,Dozen 2,Red,Even,Low,Column 2
173,7,Dozen 1,Red,Odd,Low,Column 1
174,12,Dozen 1,Red,Even,Low,Column 3
175,23,Dozen 2,Red,Odd,High,Column 2
176,9,Dozen 1,Red,Odd,Low,Column 3
177,9,Dozen 1,Red,Odd,Low,Column 3
178,35,Dozen 3,Black,Odd,High,Column 2
179,12,Dozen 1,Red,Even,Low,Column 3
180,14,Dozen 2,Red,Even,Low,Column 2
181,30,Dozen 3,Red,Even,High,Column 3
182,26,Dozen 3,Black,Even,High,Column 2
183,8,Dozen 1,Black,Even,Low,Column 2
184,24,Dozen 2,Black,Even,High,Column 3
185,36,Dozen 3,Red,Even,High,Column 3
186,35,Dozen 3,Black,Odd,High,Column 2
187,3,Dozen 1,Red,Odd,Low,Column 3
188,31,Dozen 3,Black,Odd,High,Column 1
189,8,Dozen 1,Black,Even,Low,Column 2
190,28,Dozen 3,Black,Even,High,Column 1
191,36,Dozen 3,Red,Even,High,Column 3
192,0,0,0,0,0,0
193,20,Dozen 2,Black,Even,High,Column 2
194,17,Dozen 2,Black,Odd,Low,Column 2
195,19,Dozen 2,Red,Odd,High,Column 1
196,13,Dozen 2,Black,Odd,Low,Column 1
197,15,Dozen 2,Black,Odd,Low,Column 3
198,3,Dozen 1,Red,Odd,Low,Column 3
199,33,Dozen 3,Black,Odd,High,Column 3
200,9,Dozen 1,Red,Odd,Low,Column 3
201,3,Dozen 1,Red,Odd,Low,Column 3
202,25,Dozen 3,Red,Odd,High,Column 1
203,12,Dozen 1,Red,Even,Low,Column 3
204,26,Dozen 3,Black,Even,High,Column 2
205,2,Dozen 1,Black,Even,Low,Column 2
206,32,Dozen 3,Red,Even,High,Column 2
207,0,0,0,0,0,0
208,29,Dozen 3,Black,Odd,High,Column 2
209,4,Dozen 1,Black,Even,Low,Column 1
210,3,Dozen 1,Red,Odd,Low,Column 3
211,33,Dozen 3,Black,Odd,High,Column 3
212,14,Dozen 2,Red,Even,Low,Column 2
213,6,Dozen 1,Black,Even,Low,Column 3
214,18,Dozen 2,Red,Even,Low,Column 3
215,36,Dozen 3,Red,Even,High,Column 3
216,34,Dozen 3,Red,Even,High,Column 1
217,2,Dozen 1,Black,Even,Low,Column 2
218,27,Dozen 3,Red,Odd,High,Column 3
219,19,Dozen 2,Red,Odd,High,Column 1
220,4,Dozen 1,Black,Even,Low,Column 1
221,21,Dozen 2,Red,Odd,High,Column 3
222,11,Dozen 1,Black,Odd,Low,Column 2
223,7,Dozen 1,Red,Odd,Low,Column 1
224,12,Dozen 1,Red,Even,Low,Column 3
225,23,Dozen 2,Red,Odd,High,Column 2
226,32,Dozen 3,Red,Even,High,Column 2
227,17,Dozen 2,Black,Odd,Low,Column 2
228,2,Dozen 1,Black,Even,Low,Column 2
229,32,Dozen 3,Red,Even,High,Column 2
230,27,Dozen 3,Red,Odd,High,Column 3
231,18,Dozen 2,Red,Even,Low,Column 3
232,8,Dozen 1,Black,Even,Low,Column 2
233,5,Dozen 1,Red,Odd,Low,Column 2
234,15,Dozen 2,Black,Odd,Low,Column 3
235,13,Dozen 2,Black,Odd,Low,Column 1
236,7,Dozen 1,Red,Odd,Low,Column 1
237,26,Dozen 3,Black,Even,High,Column 2
238,15,Dozen 2,Black,Odd,Low,Column 3
239,1,Dozen 1,Red,Odd,Low,Column 1
240,13,Dozen 2,Black,Odd,Low,Column 1
241,8,Dozen 1,Black,Even,Low,Column 2
242,27,Dozen 3,Red,Odd,High,Column 3
243,22,Dozen 2,Black,Even,High,Column 1
244,27,Dozen 3,Red,Odd,High,Column 3
245,1,Dozen 1,Red,Odd,Low,Column 1
246,28,Dozen 3,Black,Even,High,Column 1
247,31,Dozen 3,Black,Odd,High,Column 1
248,0,0,0,0,0,0
249,24,Dozen 2,Black,Even,High,Column 3
250,22,Dozen 2,Black,Even,High,Column 1
251,26,Dozen 3,Black,Even,High,Column 2
252,9,Dozen 1,Red,Odd,Low,Column 3
253,12,Dozen 1,Red,Even,Low,Column 3
254,23,Dozen 2,Red,Odd,High,Column 2
255,14,Dozen 2,Red,Even,Low,Column 2
256,14,Dozen 2,Red,Even,Low,Column 2
257,20,Dozen 2,Black,Even,High,Column 2
258,15,Dozen 2,Black,Odd,Low,Column 3
259,8,Dozen 1,Black,Even,Low,Column 2
260,36,Dozen 3,Red,Even,High,Column 3
261,19,Dozen 2,Red,Odd,High,Column 1
262,4,Dozen 1,Black,Even,Low,Column 1
263,36,Dozen 3,Red,Even,High,Column 3
264,34,Dozen 3,Red,Even,High,Column 1
265,10,Dozen 1,Black,Even,Low,Column 1
266,16,Dozen 2,Red,Even,Low,Column 1
267,17,Dozen 2,Black,Odd,Low,Column 2
268,1,Dozen 1,Red,Odd,Low,Column 1
269,7,Dozen 1,Red,Odd,Low,Column 1
270,36,Dozen 3,Red,Even,High,Column 3
271,12,Dozen 1,Red,Even,Low,Column 3
272,10,Dozen 1,Black,Even,Low,Column 1
273,19,Dozen 2,Red,Odd,High,Column 1
274,16,Dozen 2,Red,Even,Low,Column 1
275,31,Dozen 3,Black,Odd,High,Column 1
276,19,Dozen 2,Red,Odd,High,Column 1
277,23,Dozen 2,Red,Odd,High,Column 2
278,24,Dozen 2,Black,Even,High,Column 3
279,14,Dozen 2,Red,Even,Low,Column 2
280,26,Dozen 3,Black,Even,High,Column 2
281,13,Dozen 2,Black,Odd,Low,Column 1
282,5,Dozen 1,Red,Odd,Low,Column 2
283,7,Dozen 1,Red,Odd,Low,Column 1
284,9,Dozen 1,Red,Odd,Low,Column 3
285,28,Dozen 3,Black,Even,High,Column 1
286,34,Dozen 3,Red,Even,High,Column 1
287,35,Dozen 3,Black,Odd,High,Column 2
288,22,Dozen 2,Black,Even,High,Column 1
289,9,Dozen 1,Red,Odd,Low,Column 3
290,16,Dozen 2,Red,Even,Low,Column 1
291,28,Dozen 3,Black,Even,High,Column 1
292,1,Dozen 1,Red,Odd,Low,Column 1
293,10,Dozen 1,Black,Even,Low,Column 1
294,11,Dozen 1,Black,Odd,Low,Column 2
295,23,Dozen 2,Red,Odd,High,Column 2
296,11,Dozen 1,Black,Odd,Low,Column 2
297,30,Dozen 3,Red,Even,High,Column 3
298,9,Dozen 1,Red,Odd,Low,Column 3
299,21,Dozen 2,Red,Odd,High,Column 3
300,29,Dozen 3,Black,Odd,High,Column 2
301,16,Dozen 2,Red,Even,Low,Column 1
302,4,Dozen 1,Black,Even,Low,Column 1
303,0,0,0,0,0,0
304,13,Dozen 2,Black,Odd,Low,Column 1
305,36,Dozen 3,Red,Even,High,Column 3
306,2,Dozen 1,Black,Even,Low,Column 2
307,5,Dozen 1,Red,Odd,Low,Column 2
308,15,Dozen 2,Black,Odd,Low,Column 3
309,22,Dozen 2,Black,Even,High,Column 1
310,24,Dozen 2,Black,Even,High,Column 3
311,13,Dozen 2,Black,Odd,Low,Column 1
312,32,Dozen 3,Red,Even,High,Column 2
313,7,Dozen 1,Red,Odd,Low,Column 1
314,16,Dozen 2,Red,Even,Low,Column 1
315,32,Dozen 3,Red,Even,High,Column 2
316,18,Dozen 2,Red,Even,Low,Column 3
317,32,Dozen 3,Red,Even,High,Column 2
318,31,Dozen 3,Black,Odd,High,Column 1
319,19,Dozen 2,Red,Odd,High,Column 1
320,19,Dozen 2,Red,Odd,High,Column 1
321,6,Dozen 1,Black,Even,Low,Column 3
322,32,Dozen 3,Red,Even,High,Column 2
323,17,Dozen 2,Black,Odd,Low,Column 2
324,14,Dozen 2,Red,Even,Low,Column 2
325,36,Dozen 3,Red,Even,High,Column 3
326,1,Dozen 1,Red,Odd,Low,Column 1
327,8,Dozen 1,Black,Even,Low,Column 2
328,27,Dozen 3,Red,Odd,High,Column 3
329,33,Dozen 3,Black,Odd,High,Column 3
330,1,Dozen 1,Red,Odd,Low,Column 1
331,3,Dozen 1,Red,Odd,Low,Column 3
332,16,Dozen 2,Red,Even,Low,Column 1
333,23,Dozen 2,Red,Odd,High,Column 2
334,16,Dozen 2,Red,Even,Low,Column 1
335,26,Dozen 3,Black,Even,High,Column 2
336,19,Dozen 2,Red,Odd,High,Column 1
337,8,Dozen 1,Black,Even,Low,Column 2
338,17,Dozen 2,Black,Odd,Low,Column 2
339,16,Dozen 2,Red,Even,Low,Column 1
340,21,Dozen 2,Red,Odd,High,Column 3
341,14,Dozen 2,Red,Even,Low,Column 2
342,30,Dozen 3,Red,Even,High,Column 3
343,6,Dozen 1,Black,Even,Low,Column 3
344,22,Dozen 2,Black,Even,High,Column 1
345,2,Dozen 1,Black,Even,Low,Column 2
346,25,Dozen 3,Red,Odd,High,Column 1
347,0,0,0,0,0,0
348,26,Dozen 3,Black,Even,High,Column 2
349,21,Dozen 2,Red,Odd,High,Column 3
350,3,Dozen 1,Red,Odd,Low,Column 3
351,7,Dozen 1,Red,Odd,Low,Column 1
352,28,Dozen 3,Black,Even,High,Column 1
353,22,Dozen 2,Black,Even,High,Column 1
354,21,Dozen 2,Red,Odd,High,Column 3
355,30,Dozen 3,Red,Even,High,Column 3
356,36,Dozen 3,Red,Even,High,Column 3
357,15,Dozen 2,Black,Odd,Low,Column 3
358,13,Dozen 2,Black,Odd,Low,Column 1
359,7,Dozen 1,Red,Odd,Low,Column 1
360,31,Dozen 3,Black,Odd,High,Column 1
361,23,Dozen 2,Red,Odd,High,Column 2
362,36,Dozen 3,Red,Even,High,Column 3
363,12,Dozen 1,Red,Even,Low,Column 3
364,32,Dozen 3,Red,Even,High,Column 2
365,3,Dozen 1,Red,Odd,Low,Column 3
366,12,Dozen 1,Red,Even,Low,Column 3
367,15,Dozen 2,Black,Odd,Low,Column 3
368,31,Dozen 3,Black,Odd,High,Column 1
369,25,Dozen 3,Red,Odd,High,Column 1
370,33,Dozen 3,Black,Odd,High,Column 3
371,10,Dozen 1,Black,Even,Low,Column 1
372,11,Dozen 1,Black,Odd,Low,Column 2
373,10,Dozen 1,Black,Even,Low,Column 1
374,19,Dozen 2,Red,Odd,High,Column 1
375,21,Dozen 2,Red,Odd,High,Column 3
376,31,Dozen 3,Black,Odd,High,Column 1
377,3,Dozen 1,Red,Odd,Low,Column 3
378,28,Dozen 3,Black,Even,High,Column 1
379,15,Dozen 2,Black,Odd,Low,Column 3
380,24,Dozen 2,Black,Even,High,Column 3
381,28,Dozen 3,Black,Even,High,Column 1
382,2,Dozen 1,Black,Even,Low,Column 2
383,29,Dozen 3,Black,Odd,High,Column 2
384,21,Dozen 2,Red,Odd,High,Column 3
385,5,Dozen 1,Red,Odd,Low,Column 2
386,8,Dozen 1,Black,Even,Low,Column 2
387,36,Dozen 3,Red,Even,High,Column 3
388,2,Dozen 1,Black,Even,Low,Column 2
389,13,Dozen 2,Black,Odd,Low,Column 1
390,31,Dozen 3,Black,Odd,High,Column 1
391,27,Dozen 3,Red,Odd,High,Column 3
392,34,Dozen 3,Red,Even,High,Column 1
393,26,Dozen 3,Black,Even,High,Column 2
394,30,Dozen 3,Red,Even,High,Column 3
395,30,Dozen 3,Red,Even,High,Column 3
396,23,Dozen 2,Red,Odd,High,Column 2
397,1,Dozen 1,Red,Odd,Low,Column 1
398,23,Dozen 2,Red,Odd,High,Column 2
399,3,Dozen 1,Red,Odd,Low,Column 3
400,3,Dozen 1,Red,Odd,Low,Column 3
401,21,Dozen 2,Red,Odd,High,Column 3
402,30,Dozen 3,Red,Even,High,Column 3
403,12,Dozen 1,Red,Even,Low,Column 3
404,11,Dozen 1,Black,Odd,Low,Column 2
405,33,Dozen 3,Black,Odd,High,Column 3
406,19,Dozen 2,Red,Odd,High,Column 1
407,13,Dozen 2,Black,Odd,Low,Column 1
408,12,Dozen 1,Red,Even,Low,Column 3
409,36,Dozen 3,Red,Even,High,Column 3
410,26,Dozen 3,Black,Even,High,Column 2
411,0,0,0,0,0,0
412,21,Dozen 2,Red,Odd,High,Column 3
413,32,Dozen 3,Red,Even,High,Column 2
414,31,Dozen 3,Black,Odd,High,Column 1
415,27,Dozen 3,Red,Odd,High,Column 3
416,33,Dozen 3,Black,Odd,High,Column 3
417,2,Dozen 1,Black,Even,Low,Column 2
418,21,Dozen 2,Red,Odd,High,Column 3
419,6,Dozen 1,Black,Even,Low,Column 3
420,5,Dozen 1,Red,Odd,Low,Column 2
421,8,Dozen 1,Black,Even,Low,Column 2
422,8,Dozen 1,Black,Even,Low,Column 2
423,31,Dozen 3,Black,Odd,High,Column 1
424,12,Dozen 1,Red,Even,Low,Column 3
425,25,Dozen 3,Red,Odd,High,Column 1
426,4,Dozen 1,Black,Even,Low,Column 1
427,33,Dozen 3,Black,Odd,High,Column 3
428,17,Dozen 2,Black,Odd,Low,Column 2
429,28,Dozen 3,Black,Even,High,Column 1
430,28,Dozen 3,Black,Even,High,Column 1
431,29,Dozen 3,Black,Odd,High,Column 2
432,31,Dozen 3,Black,Odd,High,Column 1
433,11,Dozen 1,Black,Odd,Low,Column 2
434,12,Dozen 1,Red,Even,Low,Column 3
435,5,Dozen 1,Red,Odd,Low,Column 2
436,23,Dozen 2,Red,Odd,High,Column 2
437,15,Dozen 2,Black,Odd,Low,Column 3
438,35,Dozen 3,Black,Odd,High,Column 2
439,18,Dozen 2,Red,Even,Low,Column 3
440,4,Dozen 1,Black,Even,Low,Column 1
441,26,Dozen 3,Black,Even,High,Column 2
442,0,0,0,0,0,0
443,9,Dozen 1,Red,Odd,Low,Column 3
444,17,Dozen 2,Black,Odd,Low,Column 2
445,34,Dozen 3,Red,Even,High,Column 1
446,21,Dozen 2,Red,Odd,High,Column 3
447,8,Dozen 1,Black,Even,Low,Column 2
448,31,Dozen 3,Black,Odd,High,Column 1
449,0,0,0,0,0,0
450,15,Dozen 2,Black,Odd,Low,Column 3
451,34,Dozen 3,Red,Even,High,Column 1
452,34,Dozen 3,Red,Even,High,Column 1
453,23,Dozen 2,Red,Odd,High,Column 2
454,8,Dozen 1,Black,Even,Low,Column 2
455,28,Dozen 3,Black,Even,High,Column 1
456,8,Dozen 1,Black,Even,Low,Column 2
457,27,Dozen 3,Red,Odd,High,Column 3
458,29,Dozen 3,Black,Odd,High,Column 2
459,18,Dozen 2,Red,Even,Low,Column 3
460,0,0,0,0,0,0
461,2,Dozen 1,Black,Even,Low,Column 2
462,35,Dozen 3,Black,Odd,High,Column 2
463,10,Dozen 1,Black,Even,Low,Column 1
464,16,Dozen 2,Red,Even,Low,Column 1
465,4,Dozen 1,Black,Even,Low,Column 1
466,27,Dozen 3,Red,Odd,High,Column 3
467,7,Dozen 1,Red,Odd,Low,Column 1
468,21,Dozen 2,Red,Odd,High,Column 3
469,18,Dozen 2,Red,Even,Low,Column 3
470,18,Dozen 2,Red,Even,Low,Column 3
471,31,Dozen 3,Black,Odd,High,Column 1
472,11,Dozen 1,Black,Odd,Low,Column 2
473,21,Dozen 2,Red,Odd,High,Column 3
474,35,Dozen 3,Black,Odd,High,Column 2
475,4,Dozen 1,Black,Even,Low,Column 1
476,19,Dozen 2,Red,Odd,High,Column 1
477,15,Dozen 2,Black,Odd,Low,Column 3
478,11,Dozen 1,Black,Odd,Low,Column 2
479,0,0,0,0,0,0
480,30,Dozen 3,Red,Even,High,Column 3
481,7,Dozen 1,Red,Odd,Low,Column 1
482,7,Dozen 1,Red,Odd,Low,Column 1
483,6,Dozen 1,Black,Even,Low,Column 3
484,0,0,0,0,0,0
485,28,Dozen 3,Black,Even,High,Column 1
486,34,Dozen 3,Red,Even,High,Column 1
487,17,Dozen 2,Black,Odd,Low,Column 2
488,1,Dozen 1,Red,Odd,Low,Column 1
489,34,Dozen 3,Red,Even,High,Column 1
490,23,Dozen 2,Red,Odd,High,Column 2
491,12,Dozen 1,Red,Even,Low,Column 3
492,13,Dozen 2,Black,Odd,Low,Column 1
493,19,Dozen 2,Red,Odd,High,Column 1
494,6,Dozen 1,Black,Even,Low,Column 3
495,25,Dozen 3,Red,Odd,High,Column 1
496,19,Dozen 2,Red,Odd,High,Column 1
497,14,Dozen 2,Red,Even,Low,Column 2
498,31,Dozen 3,Black,Odd,High,Column 1
499,36,Dozen 3,Red,Even,High,Column 3
500,32,Dozen 3,Red,Even,High,Column 2
501,35,Dozen 3,Black,Odd,High,Column 2
502,26,Dozen 3,Black,Even,High,Column 2
503,28,Dozen 3,Black,Even,High,Column 1
504,12,Dozen 1,Red,Even,Low,Column 3
505,5,Dozen 1,Red,Odd,Low,Column 2
506,15,Dozen 2,Black,Odd,Low,Column 3
507,11,Dozen 1,Black,Odd,Low,Column 2
508,20,Dozen 2,Black,Even,High,Column 2
509,9,Dozen 1,Red,Odd,Low,Column 3
510,7,Dozen 1,Red,Odd,Low,Column 1
511,11,Dozen 1,Black,Odd,Low,Column 2
512,20,Dozen 2,Black,Even,High,Column 2
513,4,Dozen 1,Black,Even,Low,Column 1
514,26,Dozen 3,Black,Even,High,Column 2
515,18,Dozen 2,Red,Even,Low,Column 3
516,18,Dozen 2,Red,Even,Low,Column 3
517,18,Dozen 2,Red,Even,Low,Column 3
518,4,Dozen 1,Black,Even,Low,Column 1
519,19,Dozen 2,Red,Odd,High,Column 1
520,6,Dozen 1,Black,Even,Low,Column 3
521,15,Dozen 2,Black,Odd,Low,Column 3
522,14,Dozen 2,Red,Even,Low,Column 2
523,9,Dozen 1,Red,Odd,Low,Column 3
524,13,Dozen 2,Black,Odd,Low,Column 1
525,24,Dozen 2,Black,Even,High,Column 3
526,1,Dozen 1,Red,Odd,Low,Column 1
527,7,Dozen 1,Red,Odd,Low,Column 1
528,14,Dozen 2,Red,Even,Low,Column 2
529,31,Dozen 3,Black,Odd,High,Column 1
530,33,Dozen 3,Black,Odd,High,Column 3
531,18,Dozen 2,Red,Even,Low,Column 3
532,17,Dozen 2,Black,Odd,Low,Column 2
533,9,Dozen 1,Red,Odd,Low,Column 3
534,31,Dozen 3,Black,Odd,High,Column 1
535,32,Dozen 3,Red,Even,High,Column 2
536,0,0,0,0,0,0
537,5,Dozen 1,Red,Odd,Low,Column 2
538,14,Dozen 2,Red,Even,Low,Column 2
539,14,Dozen 2,Red,Even,Low,Column 2
540,32,Dozen 3,Red,Even,High,Column 2
541,27,Dozen 3,Red,Odd,High,Column 3
542,20,Dozen 2,Black,Even,High,Column 2
543,16,Dozen 2,Red,Even,Low,Column 1
544,26,Dozen 3,Black,Even,High,Column 2
545,21,Dozen 2,Red,Odd,High,Column 3
546,14,Dozen 2,Red,Even,Low,Column 2
547,30,Dozen 3,Red,Even,High,Column 3
548,29,Dozen 3,Black,Odd,High,Column 2
549,32,Dozen 3,Red,Even,High,Column 2
550,17,Dozen 2,Black,Odd,Low,Column 2
551,20,Dozen 2,Black,Even,High,Column 2
552,16,Dozen 2,Red,Even,Low,Column 1
553,6,Dozen 1,Black,Even,Low,Column 3
554,6,Dozen 1,Black,Even,Low,Column 3
555,9,Dozen 1,Red,Odd,Low,Column 3
556,24,Dozen 2,Black,Even,High,Column 3
557,23,Dozen 2,Red,Odd,High,Column 2
558,2,Dozen 1,Black,Even,Low,Column 2
559,21,Dozen 2,Red,Odd,High,Column 3
560,1,Dozen 1,Red,Odd,Low,Column 1
561,18,Dozen 2,Red,Even,Low,Column 3
562,22,Dozen 2,Black,Even,High,Column 1
