,Zahl,Dozen,Black/Red,Even/Odd,High/Low,Column
161,29,Dozen 3,Black,Odd,High,Column 2
162,3,Dozen 1,Red,Odd,Low,Column 3
163,13,Dozen 2,Black,Odd,Low,Column 1
164,36,Dozen 3,Red,Even,High,Column 3
165,1,Dozen 1,Red,Odd,Low,Column 1
166,12,Dozen 1,Red,Even,Low,Column 3
167,34,Dozen 3,Red,Even,High,Column 1
168,26,Dozen 3,Black,Even,High,Column 2
169,29,Dozen 3,Black,Odd,High,Column 2
170,5,Dozen 1,Red,Odd,Low,Column 2
171,32,Dozen 3,Red,Even,High,Column 2
172,16,Dozen 2,Red,Even,Low,Column 1
173,15,Dozen 2,Black,Odd,Low,Column 3
174,28,Dozen 3,Black,Even,High,Column 1
175,10,Dozen 1,Black,Even,Low,Column 1
176,13,Dozen 2,Black,Odd,Low,Column 1
177,35,Dozen 3,Black,Odd,High,Column 2
178,6,Dozen 1,Black,Even,Low,Column 3
179,18,Dozen 2,Red,Even,Low,Column 3
180,18,Dozen 2,Red,Even,Low,Column 3
181,20,Dozen 2,Black,Even,High,Column 2
182,13,Dozen 2,Black,Odd,Low,Column 1
183,10,Dozen 1,Black,Even,Low,Column 1
184,14,Dozen 2,Red,Even,Low,Column 2
185,22,Dozen 2,Black,Even,High,Column 1
186,21,Dozen 2,Red,Odd,High,Column 3
187,2,Dozen 1,Black,Even,Low,Column 2
188,24,Dozen 2,Black,Even,High,Column 3
189,34,Dozen 3,Red,Even,High,Column 1
190,22,Dozen 2,Black,Even,High,Column 1
191,12,Dozen 1,Red,Even,Low,Column 3
192,0,0,0,0,0,0
193,6,Dozen 1,Black,Even,Low,Column 3
194,36,Dozen 3,Red,Even,High,Column 3
195,6,Dozen 1,Black,Even,Low,Column 3
196,5,Dozen 1,Red,Odd,Low,Column 2
197,34,Dozen 3,Red,Even,High,Column 1
198,23,Dozen 2,Red,Odd,High,Column 2
199,14,Dozen 2,Red,Even,Low,Column 2
200,20,Dozen 2,Black,Even,High,Column 2
201,0,0,0,0,0,0
202,10,Dozen 1,Black,Even,Low,Column 1
203,36,Dozen 3,Red,Even,High,Column 3
204,20,Dozen 2,Black,Even,High,Column 2
205,7,Dozen 1,Red,Odd,Low,Column 1
206,17,Dozen 2,Black,Odd,Low,Column 2
207,8,Dozen 1,Black,Even,Low,Column 2
208,30,Dozen 3,Red,Even,High,Column 3
209,25,Dozen 3,Red,Odd,High,Column 1
210,10,Dozen 1,Black,Even,Low,Column 1
211,22,Dozen 2,Black,Even,High,Column 1
212,16,Dozen 2,Red,Even,Low,Column 1
213,19,Dozen 2,Red,Odd,High,Column 1
214,31,Dozen 3,Black,Odd,High,Column 1
215,32,Dozen 3,Red,Even,High,Column 2
216,35,Dozen 3,Black,Odd,High,Column 2
217,25,Dozen 3,Red,Odd,High,Column 1
218,20,Dozen 2,Black,Even,High,Column 2
219,31,Dozen 3,Black,Odd,High,Column 1
220,0,0,0,0,0,0
221,26,Dozen 3,Black,Even,High,Column 2
222,16,Dozen 2,Red,Even,Low,Column 1
223,27,Dozen 3,Red,Odd,High,Column 3
224,18,Dozen 2,Red,Even,Low,Column 3
225,20,Dozen 2,Black,Even,High,Column 2
226,26,Dozen 3,Black,Even,High,Column 2
227,31,Dozen 3,Black,Odd,High,Column 1
228,11,Dozen 1,Black,Odd,Low,Column 2
229,14,Dozen 2,Red,Even,Low,Column 2
230,22,Dozen 2,Black,Even,High,Column 1
231,1,Dozen 1,Red,Odd,Low,Column 1
232,3,Dozen 1,Red,Odd,Low,Column 3
233,10,Dozen 1,Black,Even,Low,Column 1
234,28,Dozen 3,Black,Even,High,Column 1
235,35,Dozen 3,Black,Odd,High,Column 2
236,25,Dozen 3,Red,Odd,High,Column 1
237,31,Dozen 3,Black,Odd,High,Column 1
238,22,Dozen 2,Black,Even,High,Column 1
239,27,Dozen 3,Red,Odd,High,Column 3
240,5,Dozen 1,Red,Odd,Low,Column 2
241,26,Dozen 3,Black,Even,High,Column 2
242,19,Dozen 2,Red,Odd,High,Column 1
243,17,Dozen 2,Black,Odd,Low,Column 2
244,1,Dozen 1,Red,Odd,Low,Column 1
245,33,Dozen 3,Black,Odd,High,Column 3
246,26,Dozen 3,Black,Even,High,Column 2
247,36,Dozen 3,Red,Even,High,Column 3
248,20,Dozen 2,Black,Even,High,Column 2
249,2,Dozen 1,Black,Even,Low,Column 2
250,26,Dozen 3,Black,Even,High,Column 2
251,26,Dozen 3,Black,Even,High,Column 2
252,30,Dozen 3,Red,Even,High,Column 3
253,19,Dozen 2,Red,Odd,High,Column 1
254,3,Dozen 1,Red,Odd,Low,Column 3
255,3,Dozen 1,Red,Odd,Low,Column 3
256,12,Dozen 1,Red,Even,Low,Column 3
257,18,Dozen 2,Red,Even,Low,Column 3
258,1,Dozen 1,Red,Odd,Low,Column 1
259,1,Dozen 1,Red,Odd,Low,Column 1
260,5,Dozen 1,Red,Odd,Low,Column 2
261,27,Dozen 3,Red,Odd,High,Column 3
262,14,Dozen 2,Red,Even,Low,Column 2
263,14,Dozen 2,Red,Even,Low,Column 2
264,3,Dozen 1,Red,Odd,Low,Column 3
265,24,Dozen 2,Black,Even,High,Column 3
266,29,Dozen 3,Black,Odd,High,Column 2
267,31,Dozen 3,Black,Odd,High,Column 1
268,3,Dozen 1,Red,Odd,Low,Column 3
269,30,Dozen 3,Red,Even,High,Column 3
270,22,Dozen 2,Black,Even,High,Column 1
271,7,Dozen 1,Red,Odd,Low,Column 1
272,19,Dozen 2,Red,Odd,High,Column 1
273,4,Dozen 1,Black,Even,Low,Column 1
274,26,Dozen 3,Black,Even,High,Column 2
275,23,Dozen 2,Red,Odd,High,Column 2
276,24,Dozen 2,Black,Even,High,Column 3
277,30,Dozen 3,Red,Even,High,Column 3
278,10,Dozen 1,Black,Even,Low,Column 1
279,30,Dozen 3,Red,Even,High,Column 3
280,21,Dozen 2,Red,Odd,High,Column 3
281,30,Dozen 3,Red,Even,High,Column 3
282,34,Dozen 3,Red,Even,High,Column 1
283,36,Dozen 3,Red,Even,High,Column 3
284,10,Dozen 1,Black,Even,Low,Column 1
285,10,Dozen 1,Black,Even,Low,Column 1
286,17,Dozen 2,Black,Odd,Low,Column 2
287,9,Dozen 1,Red,Odd,Low,Column 3
288,28,Dozen 3,Black,Even,High,Column 1
289,30,Dozen 3,Red,Even,High,Column 3
290,17,Dozen 2,Black,Odd,Low,Column 2
291,35,Dozen 3,Black,Odd,High,Column 2
292,9,Dozen 1,Red,Odd,Low,Column 3
293,3,Dozen 1,Red,Odd,Low,Column 3
294,20,Dozen 2,Black,Even,High,Column 2
295,28,Dozen 3,Black,Even,High,Column 1
296,7,Dozen 1,Red,Odd,Low,Column 1
297,10,Dozen 1,Black,Even,Low,Column 1
298,9,Dozen 1,Red,Odd,Low,Column 3
299,8,Dozen 1,Black,Even,Low,Column 2
300,23,Dozen 2,Red,Odd,High,Column 2
301,2,Dozen 1,Black,Even,Low,Column 2
302,16,Dozen 2,Red,Even,Low,Column 1
303,32,Dozen 3,Red,Even,High,Column 2
304,33,Dozen 3,Black,Odd,High,Column 3
305,26,Dozen 3,Black,Even,High,Column 2
306,3,Dozen 1,Red,Odd,Low,Column 3
307,30,Dozen 3,Red,Even,High,Column 3
308,22,Dozen 2,Black,Even,High,Column 1
309,22,Dozen 2,Black,Even,High,Column 1
310,35,Dozen 3,Black,Odd,High,Column 2
311,7,Dozen 1,Red,Odd,Low,Column 1
312,25,Dozen 3,Red,Odd,High,Column 1
313,23,Dozen 2,Red,Odd,High,Column 2
314,28,Dozen 3,Black,Even,High,Column 1
315,2,Dozen 1,Black,Even,Low,Column 2
316,27,Dozen 3,Red,Odd,High,Column 3
317,25,Dozen 3,Red,Odd,High,Column 1
318,34,Dozen 3,Red,Even,High,Column 1
319,7,Dozen 1,Red,Odd,Low,Column 1
320,17,Dozen 2,Black,Odd,Low,Column 2
321,27,Dozen 3,Red,Odd,High,Column 3
322,10,Dozen 1,Black,Even,Low,Column 1
323,27,Dozen 3,Red,Odd,High,Column 3
324,16,Dozen 2,Red,Even,Low,Column 1
325,18,Dozen 2,Red,Even,Low,Column 3
326,17,Dozen 2,Black,Odd,Low,Column 2
327,8,Dozen 1,Black,Even,Low,Column 2
328,4,Dozen 1,Black,Even,Low,Column 1
329,33,Dozen 3,Black,Odd,High,Column 3
330,13,Dozen 2,Black,Odd,Low,Column 1
331,30,Dozen 3,Red,Even,High,Column 3
332,21,Dozen 2,Red,Odd,High,Column 3
333,29,Dozen 3,Black,Odd,High,Column 2
334,31,Dozen 3,Black,Odd,High,Column 1
335,28,Dozen 3,Black,Even,High,Column 1
336,10,Dozen 1,Black,Even,Low,Column 1
337,32,Dozen 3,Red,Even,High,Column 2
338,16,Dozen 2,Red,Even,Low,Column 1
339,20,Dozen 2,Black,Even,High,Column 2
340,17,Dozen 2,Black,Odd,Low,Column 2
341,7,Dozen 1,Red,Odd,Low,Column 1
342,13,Dozen 2,Black,Odd,Low,Column 1
343,12,Dozen 1,Red,Even,Low,Column 3
344,25,Dozen 3,Red,Odd,High,Column 1
345,23,Dozen 2,Red,Odd,High,Column 2
346,29,Dozen 3,Black,Odd,High,Column 2
347,20,Dozen 2,Black,Even,High,Column 2
348,7,Dozen 1,Red,Odd,Low,Column 1
349,21,Dozen 2,Red,Odd,High,Column 3
350,13,Dozen 2,Black,Odd,Low,Column 1
351,16,Dozen 2,Red,Even,Low,Column 1
352,31,Dozen 3,Black,Odd,High,Column 1
353,3,Dozen 1,Red,Odd,Low,Column 3
354,8,Dozen 1,Black,Even,Low,Column 2
355,21,Dozen 2,Red,Odd,High,Column 3
356,36,Dozen 3,Red,Even,High,Column 3
357,17,Dozen 2,Black,Odd,Low,Column 2
358,14,Dozen 2,Red,Even,Low,Column 2
359,35,Dozen 3,Black,Odd,High,Column 2
360,1,Dozen 1,Red,Odd,Low,Column 1
361,4,Dozen 1,Black,Even,Low,Column 1
362,1,Dozen 1,Red,Odd,Low,Column 1
363,35,Dozen 3,Black,Odd,High,Column 2
364,9,Dozen 1,Red,Odd,Low,Column 3
365,27,Dozen 3,Red,Odd,High,Column 3
366,35,Dozen 3,Black,Odd,High,Column 2
367,27,Dozen 3,Red,Odd,High,Column 3
368,21,Dozen 2,Red,Odd,High,Column 3
369,25,Dozen 3,Red,Odd,High,Column 1
370,18,Dozen 2,Red,Even,Low,Column 3
371,33,Dozen 3,Black,Odd,High,Column 3
372,2,Dozen 1,Black,Even,Low,Column 2
373,17,Dozen 2,Black,Odd,Low,Column 2
374,12,Dozen 1,Red,Even,Low,Column 3
375,27,Dozen 3,Red,Odd,High,Column 3
376,6,Dozen 1,Black,Even,Low,Column 3
377,30,Dozen 3,Red,Even,High,Column 3
378,21,Dozen 2,Red,Odd,High,Column 3
379,10,Dozen 1,Black,Even,Low,Column 1
380,16,Dozen 2,Red,Even,Low,Column 1
381,13,Dozen 2,Black,Odd,Low,Column 1
382,5,Dozen 1,Red,Odd,Low,Column 2
383,2,Dozen 1,Black,Even,Low,Column 2
384,32,Dozen 3,Red,Even,High,Column 2
385,32,Dozen 3,Red,Even,High,Column 2
386,14,Dozen 2,Red,Even,Low,Column 2
387,32,Dozen 3,Red,Even,High,Column 2
388,6,Dozen 1,Black,Even,Low,Column 3
389,18,Dozen 2,Red,Even,Low,Column 3
390,5,Dozen 1,Red,Odd,Low,Column 2
391,10,Dozen 1,Black,Even,Low,Column 1
392,24,Dozen 2,Black,Even,High,Column 3
393,36,Dozen 3,Red,Even,High,Column 3
394,15,Dozen 2,Black,Odd,Low,Column 3
395,7,Dozen 1,Red,Odd,Low,Column 1
396,35,Dozen 3,Black,Odd,High,Column 2
397,23,Dozen 2,Red,Odd,High,Column 2
398,13,Dozen 2,Black,Odd,Low,Column 1
399,1,Dozen 1,Red,Odd,Low,Column 1
400,20,Dozen 2,Black,Even,High,Column 2
401,11,Dozen 1,Black,Odd,Low,Column 2
402,35,Dozen 3,Black,Odd,High,Column 2
403,36,Dozen 3,Red,Even,High,Column 3
404,30,Dozen 3,Red,Even,High,Column 3
405,5,Dozen 1,Red,Odd,Low,Column 2
406,14,Dozen 2,Red,Even,Low,Column 2
407,0,0,0,0,0,0
408,1,Dozen 1,Red,Odd,Low,Column 1
409,4,Dozen 1,Black,Even,Low,Column 1
410,32,Dozen 3,Red,Even,High,Column 2
411,8,Dozen 1,Black,Even,Low,Column 2
412,9,Dozen 1,Red,Odd,Low,Column 3
413,21,Dozen 2,Red,Odd,High,Column 3
414,28,Dozen 3,Black,Even,High,Column 1
415,27,Dozen 3,Red,Odd,High,Column 3
416,16,Dozen 2,Red,Even,Low,Column 1
417,19,Dozen 2,Red,Odd,High,Column 1
418,26,Dozen 3,Black,Even,High,Column 2
419,1,Dozen 1,Red,Odd,Low,Column 1
420,8,Dozen 1,Black,Even,Low,Column 2
421,19,Dozen 2,Red,Odd,High,Column 1
422,2,Dozen 1,Black,Even,Low,Column 2
423,26,Dozen 3,Black,Even,High,Column 2
424,29,Dozen 3,Black,Odd,High,Column 2
425,25,Dozen 3,Red,Odd,High,Column 1
426,33,Dozen 3,Black,Odd,High,Column 3
427,22,Dozen 2,Black,Even,High,Column 1
428,33,Dozen 3,Black,Odd,High,Column 3
429,22,Dozen 2,Black,Even,High,Column 1
430,7,Dozen 1,Red,Odd,Low,Column 1
431,11,Dozen 1,Black,Odd,Low,Column 2
432,10,Dozen 1,Black,Even,Low,Column 1
433,7,Dozen 1,Red,Odd,Low,Column 1
434,28,Dozen 3,Black,Even,High,Column 1
435,11,Dozen 1,Black,Odd,Low,Column 2
436,13,Dozen 2,Black,Odd,Low,Column 1
437,5,Dozen 1,Red,Odd,Low,Column 2
438,26,Dozen 3,Black,Even,High,Column 2
439,12,Dozen 1,Red,Even,Low,Column 3
440,3,Dozen 1,Red,Odd,Low,Column 3
441,34,Dozen 3,Red,Even,High,Column 1
442,9,Dozen 1,Red,Odd,Low,Column 3
443,29,Dozen 3,Black,Odd,High,Column 2
444,32,Dozen 3,Red,Even,High,Column 2
445,7,Dozen 1,Red,Odd,Low,Column 1
446,25,Dozen 3,Red,Odd,High,Column 1
447,9,Dozen 1,Red,Odd,Low,Column 3
448,3,Dozen 1,Red,Odd,Low,Column 3
449,30,Dozen 3,Red,Even,High,Column 3
450,0,0,0,0,0,0
451,19,Dozen 2,Red,Odd,High,Column 1
452,32,Dozen 3,Red,Even,High,Column 2
453,27,Dozen 3,Red,Odd,High,Column 3
454,21,Dozen 2,Red,Odd,High,Column 3
455,34,Dozen 3,Red,Even,High,Column 1
456,30,Dozen 3,Red,Even,High,Column 3
457,6,Dozen 1,Black,Even,Low,Column 3
458,25,Dozen 3,Red,Odd,High,Column 1
459,10,Dozen 1,Black,Even,Low,Column 1
460,14,Dozen 2,Red,Even,Low,Column 2
461,19,Dozen 2,Red,Odd,High,Column 1
462,18,Dozen 2,Red,Even,Low,Column 3
463,4,Dozen 1,Black,Even,Low,Column 1
464,15,Dozen 2,Black,Odd,Low,Column 3
465,2,Dozen 1,Black,Even,Low,Column 2
466,31,Dozen 3,Black,Odd,High,Column 1
467,31,Dozen 3,Black,Odd,High,Column 1
468,18,Dozen 2,Red,Even,Low,Column 3
469,22,Dozen 2,Black,Even,High,Column 1
470,21,Dozen 2,Red,Odd,High,Column 3
471,29,Dozen 3,Black,Odd,High,Column 2
472,13,Dozen 2,Black,Odd,Low,Column 1
473,0,0,0,0,0,0
474,6,Dozen 1,Black,Even,Low,Column 3
475,28,Dozen 3,Black,Even,High,Column 1
476,29,Dozen 3,Black,Odd,High,Column 2
477,20,Dozen 2,Black,Even,High,Column 2
478,32,Dozen 3,Red,Even,High,Column 2
479,17,Dozen 2,Black,Odd,Low,Column 2
480,10,Dozen 1,Black,Even,Low,Column 1
481,14,Dozen 2,Red,Even,Low,Column 2
482,30,Dozen 3,Red,Even,High,Column 3
483,29,Dozen 3,Black,Odd,High,Column 2
484,5,Dozen 1,Red,Odd,Low,Column 2
485,25,Dozen 3,Red,Odd,High,Column 1
486,27,Dozen 3,Red,Odd,High,Column 3
487,2,Dozen 1,Black,Even,Low,Column 2
488,34,Dozen 3,Red,Even,High,Column 1
489,31,Dozen 3,Black,Odd,High,Column 1
490,8,Dozen 1,Black,Even,Low,Column 2
491,24,Dozen 2,Black,Even,High,Column 3
492,16,Dozen 2,Red,Even,Low,Column 1
493,1,Dozen 1,Red,Odd,Low,Column 1
494,6,Dozen 1,Black,Even,Low,Column 3
495,15,Dozen 2,Black,Odd,Low,Column 3
496,30,Dozen 3,Red,Even,High,Column 3
497,33,Dozen 3,Black,Odd,High,Column 3
498,29,Dozen 3,Black,Odd,High,Column 2
499,10,Dozen 1,Black,Even,Low,Column 1
500,36,Dozen 3,Red,Even,High,Column 3
501,21,Dozen 2,Red,Odd,High,Column 3
502,25,Dozen 3,Red,Odd,High,Column 1
503,18,Dozen 2,Red,Even,Low,Column 3
504,27,Dozen 3,Red,Odd,High,Column 3
505,10,Dozen 1,Black,Even,Low,Column 1
506,34,Dozen 3,Red,Even,High,Column 1
507,27,Dozen 3,Red,Odd,High,Column 3
508,21,Dozen 2,Red,Odd,High,Column 3
509,20,Dozen 2,Black,Even,High,Column 2
510,7,Dozen 1,Red,Odd,Low,Column 1
511,36,Dozen 3,Red,Even,High,Column 3
512,34,Dozen 3,Red,Even,High,Column 1
513,23,Dozen 2,Red,Odd,High,Column 2
514,4,Dozen 1,Black,Even,Low,Column 1
515,21,Dozen 2,Red,Odd,High,Column 3
516,34,Dozen 3,Red,Even,High,Column 1
517,16,Dozen 2,Red,Even,Low,Column 1
518,18,Dozen 2,Red,Even,Low,Column 3
519,25,Dozen 3,Red,Odd,High,Column 1
520,1,Dozen 1,Red,Odd,Low,Column 1
521,3,Dozen 1,Red,Odd,Low,Column 3
522,36,Dozen 3,Red,Even,High,Column 3
523,25,Dozen 3,Red,Odd,High,Column 1
524,18,Dozen 2,Red,Even,Low,Column 3
525,11,Dozen 1,Black,Odd,Low,Column 2
526,19,Dozen 2,Red,Odd,High,Column 1
527,26,Dozen 3,Black,Even,High,Column 2
528,18,Dozen 2,Red,Even,Low,Column 3
529,23,Dozen 2,Red,Odd,High,Column 2
530,25,Dozen 3,Red,Odd,High,Column 1
531,3,Dozen 1,Red,Odd,Low,Column 3
532,25,Dozen 3,Red,Odd,High,Column 1
533,5,Dozen 1,Red,Odd,Low,Column 2
534,11,Dozen 1,Black,Odd,Low,Column 2
535,27,Dozen 3,Red,Odd,High,Column 3
536,16,Dozen 2,Red,Even,Low,Column 1
537,17,Dozen 2,Black,Odd,Low,Column 2
538,20,Dozen 2,Black,Even,High,Column 2
539,22,Dozen 2,Black,Even,High,Column 1
540,27,Dozen 3,Red,Odd,High,Column 3
541,32,Dozen 3,Red,Even,High,Column 2
542,21,Dozen 2,Red,Odd,High,Column 3
543,6,Dozen 1,Black,Even,Low,Column 3
544,12,Dozen 1,Red,Even,Low,Column 3
545,16,Dozen 2,Red,Even,Low,Column 1
546,0,0,0,0,0,0
547,4,Dozen 1,Black,Even,Low,Column 1
548,15,Dozen 2,Black,Odd,Low,Column 3
549,8,Dozen 1,Black,Even,Low,Column 2
550,13,Dozen 2,Black,Odd,Low,Column 1
551,20,Dozen 2,Black,Even,High,Column 2
552,1,Dozen 1,Red,Odd,Low,Column 1
553,3,Dozen 1,Red,Odd,Low,Column 3
554,10,Dozen 1,Black,Even,Low,Column 1
555,30,Dozen 3,Red,Even,High,Column 3
556,4,Dozen 1,Black,Even,Low,Column 1
557,25,Dozen 3,Red,Odd,High,Column 1
558,1,Dozen 1,Red,Odd,Low,Column 1
559,6,Dozen 1,Black,Even,Low,Column 3
560,11,Dozen 1,Black,Odd,Low,Column 2
561,5,Dozen 1,Red,Odd,Low,Column 2
562,31,Dozen 3,Black,Odd,High,Column 1
